pcp,insure,smoke,obese,healthfood,male,lt55,white,edu,unemploy,hhinc,commute,compressor,logMortRate
1182,20.41094955,17.4,15.4,4.443089986,50.81,71.76,87.94,43.37,6.01,58456,21,1,-0.634878272
4101,15.04012872,14.8,12.7,5.10857417,49.76,74.26,90.8,44.09,7.51,58844,23,0,-0.653926467
456,19.44684529,29.8,21.6,14.94876718,51.36,64.15,84.55,17.96,9.03,45707,21,1,-0.446287103
661,19.40442501,25.5,21.8,6.145170173,54.72,72.23,92.31,15.94,11.77,41749,17,1,-0.579818495
2628,18.0627074,20.1,17.2,8.80293727,49.72,70.72,92.17,25.22,9.16,48610,21,1,-0.527632742
673,18.45298281,21.9,25.8,6.559300417,52.42,74.24,92.81,14.22,5.52,50123,20,1,-0.510825624
665,22.26695718,18.7,22.8,7.718706699,49.39,65.99,83.09,26.44,9.6,43431,22,1,-0.527632742
967,23.02918939,15.5,16.7,8.326390711,48.98,65.6,91.69,24.63,9.92,44885,20,1,-0.579818495
779,23.47356976,15.4,21.6,5.329663823,49.69,73.85,89.44,13.91,5.81,46223,17,1,-0.46203546
561,19.46721312,20.4,21.1,16.34403092,49.49,67.66,90.85,15.53,11.04,32594,17,0,-0.46203546
586,17.7385668,15.7,18.8,11.70282489,52.52,64.61,95.88,31.63,6.65,60800,42,0,-0.755022584
362,22.64618907,19.1,25,15.00621634,50.05,71.86,94.4,13.85,9.93,35408,14,0,-0.356674944
2659,15.33127831,23,18.3,16.00125686,49.25,70.58,78.62,21.4,11.14,41974,21,0,-0.385662481
388,18.33449965,14.5,17.6,2.32869228,51.28,73.67,95.04,20.82,4.14,63910,19,1,-0.544727175
512,21.94925493,19.7,22.2,2.324294905,50.1,68.47,82.04,20.91,8.8,38673,19,0,-0.415515444
841,15.83764616,9.8,10.4,5.058760663,52.56,73.56,94.34,48.72,6.31,61095,17,0,-0.84397007
256,31.35513136,15.2,19.8,51.45547256,50.99,64.8,85.48,25.74,11.35,33398,19,0,-0.544727175
759,14.3129771,22.6,18.6,4.651684855,50.58,63.16,94.17,30.92,9.12,62559,33,0,-0.562118918
167,22.81368821,13.7,24.2,19.10014696,52.25,65.44,96.36,17.64,5.5,44271,23,1,-0.634878272
3150,17.77421585,17.8,17.2,4.779470204,50.2,78.46,86.74,25.91,7.51,58100,26,1,-0.562118918
331,23.05299677,17.7,22.2,6.817474356,48.29,70.85,89.75,18.59,2.65,43279,15,1,-0.478035801
7513,15.43865349,17.8,17.2,8.653838578,50.19,78.12,80.73,35.25,9.33,57487,22,0,-0.527632742
13809,11.70909685,12,20.1,2.563960775,48.68,73.75,74.34,45.43,9.6,83163,29,1,-0.579818495
11516,9.99708485,15,23.3,4.221226143,48.43,71.99,72.84,35.57,10.26,65499,22,1,-0.616186139
2345,8.465280793,17.2,20,1.707781283,49.16,66.91,93.49,33.67,7.63,72068,27,0,-0.616186139
11624,9.892447255,16,25.4,4.010706226,48.2,72.24,75.22,33.42,10.38,61646,24,1,-0.510825624
3514,9.022961175,17.7,23.4,4.399497356,50,71.44,82.08,31.48,8.44,66693,23,0,-0.597837001
1977,7.305242985,13.8,19.2,8.51129577,50.29,74.19,89.68,36.76,7.49,79988,26,0,-0.733969175
1933,7.796867402,15,21.4,4.65736859,48.89,68.61,89.04,39.75,6.62,77931,25,0,-0.616186139
1457,10.12342199,18,24.9,6.169939183,49.62,72.94,91.19,22.91,10.6,59218,26,1,-0.616186139
9349,10.52217928,21.2,27.6,4.833615551,48.18,73.79,67.81,22.71,9.57,55169,26,0,-0.527632742
10709,10.4162887,16.4,22.7,6.496616595,48.38,74.74,66,34.5,8.15,64857,25,0,-0.579818495
8865,14.03551432,19.8,26.2,4.910970054,48.66,61.95,81.25,21.93,8.85,53505,25,0,-0.634878272
1958,20.40353174,14.4,21.4,7.183420908,48.36,77.22,69.79,40.76,8.54,42045,20,0,-0.579818495
1676,17.9174098,20.2,32.1,12.816508,52.17,76.04,83.95,10.86,9.77,46865,30,0,-0.616186139
1696,21.01144271,24.5,24.6,9.635675126,49.5,71.76,82.24,21.58,9.85,47274,22,0,-0.733969175
1646,20.03631045,13.2,31.1,2.292294647,55.78,70.62,77.56,10.38,14.51,40481,27,1,-0.579818495
2016,20.52934924,21.8,25.1,10.75901713,48.89,63.94,83.2,26.66,12.06,48483,24,1,-0.776528789
2954,26.0279819,14.3,23.6,2.75719736,48.54,72.93,63.15,30.17,11.28,51574,27,0,-0.597837001
1593,22.79487419,30.2,32,13.21305114,54.51,71.22,81.51,9.2,10.1,34053,28,0,-0.634878272
1513,22.6317336,22.1,22.8,11.98029466,48.61,47.1,90.58,20.86,12.59,44265,24,0,-0.891598119
1766,22.50067078,23.8,26.3,10.80949812,48.29,49.93,93.12,16.77,14.06,38109,25,1,-0.693147181
1556,16.99485404,20.9,24.8,5.501943364,49.08,74.5,82.23,23.62,11.63,59103,32,0,-0.693147181
2166,28.56098784,14.5,17.5,8.14505142,49.22,58.82,87.15,32.31,9.18,56250,24,0,-0.867500568
1637,21.8624631,23.9,30.4,7.616125925,51.55,70.01,77.23,14.15,16.95,39194,23,0,-0.616186139
1783,32.79247502,16.1,31.1,5.679219649,56.42,69.49,82.37,9.92,10.7,36114,25,0,-0.820980552
1506,21.51630665,31.2,33.4,3.051342065,54.29,63.86,87.26,7.46,8.27,35000,27,0,-0.579818495
3878,19.25187145,20.4,25.6,6.86551831,48.47,76.02,61.68,26.47,11.14,47582,23,0,-0.733969175
1868,20.85075745,21.9,25.7,12.95718348,49.67,72.21,69.26,23.91,10.91,44883,22,0,-0.693147181
2123,22.72576361,22.5,24.9,10.24676031,47.92,58.12,81.28,23.39,10.4,47733,26,0,-0.616186139
1555,23.81722815,17.7,32.5,5.801935174,50.04,71.29,39.54,16.29,13.11,36146,29,1,-0.562118918
1328,24.00948447,24.4,28.6,0.184257068,52.41,67.9,91.9,10.97,14.79,40984,31,1,-0.597837001
1579,32.93215339,17.5,33.8,7.231451565,55.9,63.96,78.27,10.32,13.87,33609,26,0,-0.891598119
1446,21.54002026,24,27.6,6.006496951,58.58,68.73,77.4,14.67,12.82,40964,24,0,-0.653926467
1386,20.86249485,21.1,33.1,10.3180011,60.13,71.51,60.76,10.79,17.2,35629,24,0,-0.562118918
1681,32.58421986,20.9,30.9,20.28250111,54.82,76.45,83.43,10.04,13.3,36094,25,0,-0.653926467
1409,34.98451072,22.5,31.4,14.33009705,53.84,77.88,70.99,10.57,13.95,36504,29,0,-0.597837001
1649,22.16379671,22.6,26.2,10.54845848,47.9,59.12,89.88,15.74,15.8,40457,29,0,-0.673344553
1879,28.01500507,18.6,28,15.86911909,48.57,53.56,84.12,15.85,14.94,35911,22,1,-0.84397007
2577,23.34982581,18.3,23.2,7.031921052,48.79,76.05,71.74,29.77,10.11,50122,26,1,-0.673344553
1682,22.75412918,21.8,32.9,10.07945062,53.47,68.72,89.43,10.89,12.32,36236,31,0,-0.653926467
1566,25.00505234,18.9,23.8,14.59649573,48.12,56.78,86.34,26.7,13.59,44645,22,0,-0.755022584
1724,19.32735955,18.3,31.9,2.341923049,55.52,69.83,68.67,14.2,13.74,36310,23,0,-0.616186139
1494,22.42552409,18.1,28.5,8.538197327,53.33,65.55,60.1,17.78,12.94,42866,27,0,-0.597837001
1550,26.75104022,16.7,29.2,1.619971245,59.49,76.08,78.09,11.64,14.06,35720,23,0,-0.597837001
2069,21.1704698,14.9,23.4,9.213515773,48.36,61.62,83.38,20.99,10.88,45465,28,0,-0.798507696
2138,26.22187825,19.7,24.4,8.987683519,49.04,60.98,84.26,25.33,11.94,47908,27,0,-0.798507696
1818,18.75696448,15.1,20.4,8.257850171,47.52,78.71,62.56,44.28,11.15,46620,20,0,-0.713349888
2083,26.30732354,20,33.4,4.406251868,49.47,63.15,87.43,10.52,13.91,35483,29,0,-0.579818495
1554,20.51051591,23.1,32.9,7.747121754,62.07,77.11,77.27,13.11,16.96,38990,31,0,-0.562118918
1612,22.94278311,20.5,30.2,8.734095141,52.35,69.03,56.99,10.43,13.42,33520,29,0,-0.597837001
1795,24.45494821,17.1,24.7,5.73812937,48.35,61.46,84.14,27.54,9.8,49228,24,1,-0.84397007
2272,24.2273858,21,27.4,8.54342716,48.01,59.3,81.64,17.22,12.91,39339,25,1,-0.693147181
1726,21.79909987,17.4,20.4,7.372644253,49.4,56.82,86.95,31.16,11.09,51703,25,0,-0.891598119
3551,34.42230128,11.8,23.7,1.816551065,48.53,74.11,75.51,26.43,11.23,43099,29,0,-0.527632742
1478,27.45341407,22.1,18.2,8.640897831,53.09,63.66,89.29,29.68,7.13,55449,19,0,-0.673344553
1568,18.90602901,20,23.8,7.481437594,49.03,66.7,90.48,22.98,10.2,55256,29,0,-0.713349888
1548,19.07296329,21.6,23.4,8.257073571,50.46,73.47,79.56,28.09,8.06,55768,23,0,-0.693147181
1796,29.34807128,19.9,30.8,21.48937811,53.74,70.67,84.91,10.66,13.99,35490,24,0,-0.634878272
3201,24.54028649,15.1,23.6,6.109837646,49.21,79.27,65.07,30.59,10.41,47556,26,1,-0.713349888
2065,26.43223112,21.3,26.9,7.825262446,49.06,77.29,76.08,17.83,11.28,44551,31,1,-0.693147181
2644,25.43082631,14.1,22.6,4.883083434,48.37,65.44,75.46,32.75,10.79,52878,25,1,-0.673344553
1875,21.01996028,25.9,29.4,7.289068484,48.58,65.23,89.06,21.13,10.99,44518,30,0,-0.673344553
2330,22.95015941,20,19.9,4.956314408,47.95,62.82,82.94,28.29,9.68,45574,24,0,-0.755022584
2111,23.37660474,19.5,25.7,10.66771257,49,68.83,78.79,18.57,11.94,43063,26,0,-0.755022584
1397,23.38423386,27.4,33.7,12.58108734,49.42,65.11,77.68,11.62,12.27,32714,28,0,-0.544727175
1707,15.38993053,13.6,18,5.734091498,48.54,68.8,89.64,41.39,7.19,65575,26,0,-0.733969175
1700,27.02398139,16.1,26.1,10.7752398,48.85,65.71,72.74,19.03,13.48,42665,28,1,-0.84397007
1513,18.40414524,23.7,24.7,10.25187219,50.93,73.82,86.73,26.47,9.62,58199,27,1,-0.713349888
2415,22.90202306,19,19.2,6.469585636,47.75,52.13,90.98,31.14,9.81,50304,22,0,-0.916290732
1667,20.06659262,18.3,20.8,7.115874878,48.3,74.15,79.92,34.97,10.3,57875,27,0,-0.798507696
1229,18.24768399,13,21.6,2.651286001,51.32,33.31,88.38,26.4,11.29,49874,25,0,-0.867500568
1679,23.84905431,24.4,30,8.360113559,50.78,67.62,82.64,11.88,11.93,37879,26,0,-0.494296322
1700,20.19357677,29.1,31.4,10.05937245,56.97,68.96,75.5,10.03,11.44,36907,19,1,-0.527632742
1457,19.72329472,27.3,31.1,9.607941596,65.96,74.07,73.94,8.65,11.05,41476,23,0,-0.314710745
2326,22.32902316,22.4,25.7,9.356167833,48.73,63.09,82.38,21.29,10.46,41714,25,0,-0.798507696
1728,18.02635969,24.8,27.7,0.309104586,55.69,74.78,81.95,17.2,8.74,53143,31,0,-0.597837001
1829,23.67857062,22.7,26.8,7.236081656,50.73,67.52,86.67,25.06,8.25,44468,25,0,-0.733969175
1683,22.28869792,26.7,31.7,19.41869588,54.17,70.97,79.92,11.41,12.67,38563,29,1,-0.616186139
181,25.18960265,27.8,32.4,5.840546911,49.81,72.64,76.64,12.92,8.02,38461,21,0,-0.653926467
237,19.05109489,24.1,29.2,8.578305694,49.81,74.93,54.93,18.29,9.44,31758,21,1,-0.693147181
82,24.37064474,27.5,27.1,3.640640276,51.32,72.94,93.52,11.83,9.06,42826,29,0,-0.755022584
284,22.59475219,26.1,30.7,5.727092291,49.53,79.2,80.49,16.64,11.16,53256,33,0,-0.693147181
359,23.48961451,21.3,26.9,11.58526555,49.45,76.58,83.82,17.3,10.5,48306,28,0,-0.713349888
210,23.63745259,23.3,32.6,12.20871353,48.77,72.32,59.89,10.82,11.98,30643,17,0,-0.634878272
259,25.57745798,29.6,30.9,6.202227866,49.09,72.62,84.61,12.95,15.79,31812,24,0,-0.653926467
719,19.67898714,16.7,26.9,7.745138604,47.24,74.51,43.52,23.42,12.66,36614,21,1,-0.673344553
196,18.23373445,19.7,28.7,2.781676307,47.93,73.03,69.39,15.2,7.01,35507,25,0,-0.673344553
133,24.66351177,24.1,26.5,5.521722752,49.94,73.09,94.31,6.86,12.87,36301,31,0,-0.693147181
166,25.03388044,21.7,31.3,3.940972466,48.98,68.8,59.11,11.07,17.78,31686,23,1,-0.653926467
141,17.8046367,13.1,23.1,1.916185218,49.71,79.82,78.63,32.37,8.7,65123,29,0,-0.634878272
447,25.78516417,19.4,24.2,10.18730478,49.62,81.37,65.73,27.97,9.65,35642,21,0,-0.798507696
110,20.45399428,8.8,31.4,5.461851988,48.28,74.16,47.87,10.05,9.57,33299,25,0,-0.634878272
319,16.95062547,24.3,23.6,11.2195498,51.35,79.56,75.02,21.17,10.53,52799,22,0,-0.693147181
92,25.96964587,27.2,27.8,3.761538999,49,71.54,68.19,15.05,9.69,30518,24,0,-0.673344553
363,22.57201041,21.5,27.8,10.68732115,48.68,77.41,76.24,18.34,13.11,45009,28,0,-0.579818495
354,18.06435359,22.9,32.8,11.08092244,48.8,72.91,93.3,18.48,9.42,50180,22,0,-0.733969175
108,21.17223535,32.2,30.2,11.04783083,56.71,76.78,71.65,11.37,16.78,41059,29,0,-0.713349888
1031,22.29327512,18.8,24.1,5.866539094,48.26,75.55,53.98,32.27,9.52,46987,21,0,-0.776528789
144,22.5509047,28.9,28.1,3.850596998,51.95,71.43,85.9,8.46,10.93,32496,23,0,-0.579818495
1096,18.28952393,16.7,22.7,5.968438474,49.25,78,86.5,34.28,7.58,67371,32,0,-0.776528789
507,24.34774639,12.2,23.5,21.39526266,47.55,82.73,65.17,39.34,9.78,33430,19,0,-0.755022584
2016,25.43607317,17,27.7,14.26130877,47.64,82.48,21.96,18.13,15.84,40314,29,0,-0.673344553
2301,20.37037933,14.1,20.1,8.644018863,48.5,78.99,62.11,43.8,9.09,64657,30,0,-0.798507696
284,25.46713595,21.5,30.7,8.04117108,51.05,77.23,64.63,12.34,10.58,34523,19,0,-0.693147181
305,27.92275442,23.9,29.2,8.182154475,49.5,75.4,69.65,12.92,9.6,32233,21,0,-0.527632742
756,15.35747676,16.4,23.3,2.21767563,48.72,76.93,75.81,34.2,7.33,68516,25,0,-0.820980552
182,26.67208232,22.5,29.8,5.439195428,48.52,74.32,69.13,13.41,9.3,34230,26,0,-0.544727175
381,17.11780238,16.1,25.9,6.843132763,48.93,76.99,77.38,26.64,7.91,61662,30,1,-0.693147181
83,23.91464992,28.3,28.6,0.040953338,50.77,70.6,74.04,11.11,12.53,41910,29,0,-0.713349888
146,20.75976989,19.9,36.2,19.00720167,47.45,71.76,53.92,14.7,16.77,36280,18,0,-0.733969175
105,19.01956341,19.6,27.1,1.390741343,49.14,70.69,95.83,16.22,8.77,44992,28,0,-0.634878272
274,22.12539759,24.4,30.3,6.794312825,48.71,72.82,52.98,15.07,9.18,31090,23,0,-0.527632742
2590,23.93270269,10.8,21,8.50154788,47.73,79.23,35.45,40.29,13.03,50799,31,0,-0.755022584
337,20.81632653,18.9,31.6,1.152704896,52.36,72.62,67.39,14.37,9.61,34812,23,0,-0.693147181
610,21.08299545,18.5,27.5,20.55538778,46.49,75.23,29.05,17.83,18.35,31458,18,1,-0.693147181
459,20.64373846,14.8,26.8,10.06048019,48.01,79.73,52.56,24.47,11.55,52997,32,0,-0.693147181
90,19.29785079,24.2,29.9,5.5409396,47.01,69.46,47.91,14.85,8.37,35000,23,0,-0.562118918
257,18.79208934,17.9,24.8,4.005106908,49.44,78.87,82.52,17.94,7.14,63903,30,1,-0.673344553
144,24.44917833,18.8,31,8.117206141,47.41,68.61,66.95,10.69,12.25,35170,21,0,-0.693147181
92,26.4088762,29.9,32.1,1.914476782,47.8,74.56,58.89,14.5,12.18,37804,21,0,-0.653926467
223,24.81907895,26.7,25.1,0.038286209,48.64,58.8,97.14,14.72,14.55,35441,25,0,-0.755022584
475,13.11653891,12.3,21.8,6.799889348,48.41,70.72,71.54,43.3,8.51,79993,30,0,-0.776528789
458,22.75588362,20.6,31.1,9.922523763,48.36,72.79,77.78,18.58,12.13,41046,21,1,-0.693147181
662,15.40084128,12.4,17.7,3.636495117,49.75,79.84,85.2,44.61,7.26,87657,30,0,-0.798507696
139,22.69068393,19.5,30.1,1.406190138,49.05,69.02,86.13,11.97,8.59,35878,25,0,-0.693147181
2561,22.40071832,13.3,19.6,6.435660816,48.67,79.76,45.59,48.58,11.1,56642,27,0,-0.713349888
233,27.98244852,22.3,28.1,2.24805065,50.7,64.76,92.6,16.88,11.05,39581,28,0,-0.776528789
430,22.61760527,18,28.2,8.805637749,47.17,70.24,66.31,26.41,11.27,45588,19,1,-0.713349888
207,25.43467052,23.6,25.3,5.746022361,49.43,75.97,88.75,13.89,9.45,42414,22,0,-0.673344553
201,27.54773353,26.4,29.8,5.372358895,49.49,72.08,63.28,12.69,11.59,31653,25,0,-0.478035801
108,22.94576161,12.6,28,1.703358967,49.03,59.3,58.18,24.38,10.58,41390,25,0,-0.713349888
1918,23.80781732,13.6,21.1,7.675397369,49.1,82.08,52.55,34.41,9.52,60329,32,0,-0.693147181
225,25.69900955,25.2,26.7,10.85031813,47.06,71.14,88.22,16.5,8.82,40689,25,0,-0.733969175
626,25.04740616,16.6,24.7,9.902249988,49.94,76.82,82.2,22.84,9.16,51036,26,0,-0.733969175
153,20.3552529,29.9,29,1.800412057,48.84,72.79,91.78,13.8,12.76,41482,30,0,-0.579818495
272,14.75735294,18.5,22.2,0.191238269,49.7,70,79.44,27.78,8.46,69060,27,1,-0.820980552
688,17.81079436,20.7,24.6,7.552758079,47.96,80.09,54.11,26.24,11.68,60269,33,1,-0.673344553
650,17.62345072,20.4,24.8,9.409798838,48.68,78.16,61.85,23.19,10.09,55170,21,0,-0.713349888
355,21.17276143,24.3,26.5,0.460772011,49.58,75.77,88.71,18.64,8.41,52857,31,0,-0.634878272
106,25.50003803,17,30.8,5.903827697,50.81,74.47,77.06,8.98,9.79,36707,21,0,-0.634878272
104,22.49065286,15.1,30.4,0.979181032,48.17,70.79,43.39,9.17,18.21,26796,23,1,-0.616186139
149,21.46649448,14.9,30.7,7.595194808,56.07,72.11,62.62,9.62,9.36,36466,27,0,-0.755022584
147,18.24915551,23.3,29.6,3.310602028,48.35,72.57,73.03,18.48,9.79,54512,27,0,-0.798507696
100,27.22307188,19.7,29.8,2.435281303,50.04,77.79,71,12.36,13.09,36904,24,0,-0.616186139
997,19.15130246,21.2,30.8,4.840890554,47.66,72.05,61.37,14.51,6.91,33487,24,0,-0.776528789
193,15.81563668,22.9,24.6,3.792811018,50.43,78.43,75.61,22.32,7.76,60667,21,0,-0.616186139
242,19.86602222,26.3,27.3,17.79961254,50.14,84.75,47.45,19.53,13.42,43209,21,1,-0.776528789
72,23.83192223,44.1,31.8,3.520675351,49.1,64.05,65.6,10.85,11.11,34596,32,0,-0.653926467
1001,24.2769445,24.6,27.3,8.928566142,49.04,80.29,57.89,23.01,13.14,37248,18,0,-0.673344553
144,19.89093462,24.3,29,4.41791112,47.46,71.95,57.06,15.35,10.88,37899,27,0,-0.616186139
104,22.52393386,29.1,28.7,3.644309671,46.39,63.68,61.23,14.16,10.51,45216,26,0,-0.798507696
102,25.03954592,35,27.2,8.959380061,54.85,72.24,33.97,8.71,17.63,29295,24,0,-0.597837001
171,22.71138482,25.4,27,1.362617087,49.32,71.96,85.68,14.85,7.87,43746,26,1,-0.634878272
86,21.29901825,19.4,29.1,0.792517273,47.02,68.28,58.12,9.34,15.21,36606,30,0,-0.693147181
179,21.76874455,16.9,32.8,9.575651246,52.22,74,48.37,11.1,11.65,31101,21,0,-0.616186139
120,20.80182049,15,27,7.643560383,48.16,69.05,73.76,22.35,8.52,49746,27,0,-0.733969175
231,24.5073962,26.4,33.6,6.144605908,49.11,76.29,95.5,8.58,11.94,34478,27,0,-0.634878272
1308,18.67608875,22.5,29.6,12.74962141,48.87,77.51,46.41,23.71,11.3,41362,19,0,-0.755022584
305,21.25513131,21.2,27.2,9.267998182,47.56,78.33,54.18,19.44,12.44,49208,32,0,-0.733969175
241,15.02082401,12.8,23,5.370767805,48.6,74.79,89.43,44.6,5.96,75057,24,0,-0.820980552
114,24.62710505,24.9,26.8,1.53238522,49.51,70.06,78.1,18.18,6.03,46901,27,0,-0.776528789
432,18.24641668,19.9,25.8,5.879079476,48.89,82.14,78.75,23.33,9.91,61153,37,0,-0.693147181
142,21.98955197,20.9,29,8.857838824,48.53,75.93,47.53,19.5,13.58,39085,23,0,-0.562118918
208,21.19450098,25,23.6,2.405670844,49.85,65.85,95.38,23.71,10.45,50452,29,0,-0.673344553
119,22.78607587,16.5,30.6,4.006067102,48.84,72.76,85.94,12.68,8.83,41685,26,0,-0.616186139
225,24.03375527,22.6,28.1,5.44678824,48.6,74.37,77.04,12.75,12.86,39121,26,0,-0.597837001
193,20.50730382,16.6,31,5.174029771,42.8,69.77,64.83,10.96,11.53,35430,21,0,-0.776528789
131,22.9887732,16.6,25.4,1.371611095,49.15,64.42,70.33,18.07,7.49,44058,26,0,-0.713349888
1025,20.26333355,23.4,28,12.50336452,48.43,76.28,39.47,20.39,12.97,37704,20,0,-0.733969175
237,22.83348397,11.7,29.3,13.3311953,47.5,75.76,44.96,25.37,13.25,52341,32,0,-0.798507696
111,20.85925677,19,34.4,9.231375507,48.81,69.71,55.51,13.03,9.98,34097,31,0,-0.653926467
81,22.46171299,17.2,31.3,2.958267888,47.24,65.6,64.08,15.07,8.94,34894,22,0,-0.562118918
187,20.99060068,19.6,28.6,7.037006737,48.36,73.05,63.23,15.18,13.38,40243,29,0,-0.597837001
139,21.92924215,18,26.9,5.381290936,48.26,68.81,84.17,15.68,11.39,40103,22,0,-0.634878272
237,22.31492318,20.1,30.4,9.427237503,47.28,74.54,43.48,19.42,14.26,33694,20,0,-0.616186139
140,26.75421512,31.5,30.8,1.485844733,58.05,77.04,62.25,11.18,9.29,35346,26,0,-0.653926467
76,22.09547951,20.6,29.7,4.962600299,48.29,69.51,59.35,10.08,18.41,30288,28,0,-0.673344553
193,22.96559257,27.2,31,3.557818094,58.33,72.76,60.64,10.77,3.22,27760,21,0,-0.673344553
364,21.30506932,22,26.2,13.98294659,47.43,70.87,59.83,17.6,11.9,35515,21,0,-0.579818495
382,27.07421081,16.6,30.6,5.728751312,48.37,75.49,63.18,16.64,8.29,34830,21,0,-0.616186139
193,24.18370396,17.3,31.2,8.691648874,47.47,74.13,67.91,15.33,8.67,31291,20,0,-0.597837001
129,21.46200936,22.2,31,8.039650337,48.56,69.43,67.16,14.14,5.45,40143,26,0,-0.673344553
211,21.15508059,14.9,30,6.384618447,48.42,74.91,60.77,18.57,13.59,41906,21,0,-0.713349888
103,25.97998332,19,35.2,4.573054638,50.77,70.65,55.11,10.37,13.47,29763,26,0,-0.597837001
160,23.42887194,13,27.8,0.012645493,48.61,54.64,96.72,20.6,13.24,39179,25,0,-0.776528789
124,20.94507735,25.5,28.1,8.184249241,47.62,69.26,70.36,11.36,12.75,34614,23,1,-0.634878272
392,19.77845617,25.3,33.7,10.46198359,49.22,70.72,92.39,14.34,10.53,39688,26,0,-0.693147181
432,20.34436072,16.4,29.4,6.8914016,48.68,75.08,79.55,17.22,8.81,53454,31,1,-0.673344553
268,22.46839839,21.8,33.1,14.12181578,49.79,71.79,65.71,13.13,8.22,35247,19,0,-0.653926467
116,20.88051838,26.2,27.8,15.71414425,50.46,72.21,45.85,11.3,12.53,34877,21,0,-0.634878272
215,24.18771078,24.2,30.9,12.69124132,51.52,74.39,74.29,12.15,11.57,37970,23,0,-0.673344553
134,23.20876523,16.4,24.8,0,49.35,66.39,95.15,19.42,6.92,40547,30,0,-0.798507696
569,28.14232036,20.2,32,12.27112913,49.6,77.51,87.34,14.27,11.73,40081,20,0,-0.634878272
120,23.15737052,22.7,27.8,0.363297313,58.83,72.44,59.7,8.67,8.69,32545,27,0,-0.634878272
152,23.1434248,25.8,26.9,6.36910878,48.18,70.74,69.56,7.82,11.32,38339,27,0,-0.653926467
9397,10.56471056,18.7,18.8,10.78194653,50.09,67.9,33.21,25.86,9.28,51213,25,0,-0.385662481
19911,7.253072609,14.6,19.4,4.009452,50.45,73,21.51,32.46,5.89,73581,28,0,-0.287682072
4274,10.0858332,15.7,17,10.28201931,50.26,68.54,33.61,26.88,6.13,62946,22,0,-0.301105093
9657,9.709743291,15.4,17.7,8.718310035,50.17,71.77,34.47,25.62,8.69,64567,21,0,-0.235722334
117,10.36181417,18.5,29.9,2.056508726,49.48,63.85,98.73,15.2,3.44,47264,22,0,-0.579818495
219,16.17751061,17.1,22.8,6.449105606,50.88,64.53,96.78,15.91,6.6,47886,24,0,-0.713349888
174,12.25292556,27.6,28.2,5.955100629,49.51,64.25,97.63,18.42,7.77,41525,20,0,-0.653926467
116,12.89267016,23.5,27.5,1.452304849,48.41,61.92,97.89,16.42,2.63,47556,18,0,-0.616186139
285,9.16124897,22.3,26.1,3.015794838,50.12,71.14,97.29,20.05,4.23,59186,24,0,-0.755022584
1889,11.20203942,20.6,23,8.976953026,48.76,73.26,85.8,26.17,7.84,47002,16,1,-0.634878272
340,9.463198672,22.4,28.8,3.983421346,50.08,69.33,97.38,22.48,5.26,52714,21,1,-0.579818495
376,7.618892685,13.6,22,1.965967823,49.41,69.72,96.85,28.17,5.27,61619,19,0,-0.755022584
225,10.29352634,18,27.5,3.312397067,49.75,71.38,97.67,17.31,4.54,56393,20,0,-0.597837001
443,15.21962419,11.6,25.5,3.895766059,51.08,73,80.81,19.65,4.44,48010,14,0,-0.510825624
208,10.57198214,10.4,27,13.36735465,49.32,65.23,98.38,15.46,4.38,51701,24,0,-0.616186139
157,10.82863818,22.4,27.7,15.0579045,51.01,62.12,96.36,18.87,4.43,44934,21,0,-0.653926467
300,9.124977693,21.3,26.6,0.87063771,48.8,67.79,97.04,18.19,2.48,48998,14,0,-0.579818495
232,11.33209991,15.4,29.1,7.254439744,48.93,64.61,97.8,19.97,3.39,43960,19,0,-0.579818495
254,8.899281997,18.5,28.3,2.744018567,48.88,68.45,97.41,20.79,3.53,59672,25,0,-0.733969175
593,9.936904055,17.9,24.5,4.615796399,48.73,66.23,95.19,21.95,5.23,45012,16,0,-0.634878272
146,11.42027825,14.6,31.2,6.106788916,50.03,66.29,98.34,14.54,5.39,46020,21,0,-0.693147181
106,13.29277763,32.7,30.3,2.193833552,50.66,69.27,96.87,15.69,5.48,42430,23,0,-0.527632742
203,11.06887299,20.1,26.8,1.885949473,48.79,66.67,96.12,18.52,4.57,49438,16,0,-0.634878272
226,12.82212007,16.9,28.2,7.156273997,49.68,64.66,97.64,16.2,5.21,47725,21,0,-0.713349888
517,8.64071886,27.5,28.8,6.392127869,49.24,68.83,93.83,19.22,5.41,49849,19,0,-0.713349888
371,15.24454057,12.9,31.4,8.057283182,51.11,70.97,91.55,14.26,5.26,47437,16,0,-0.478035801
850,7.957431759,11.6,26.6,0.86320184,49.18,79.4,92.07,43.69,2.99,74876,21,1,-0.693147181
112,16.6873706,23.4,28.7,5.425312312,49.22,70.48,98.59,16.82,5.57,46048,23,0,-0.673344553
115,13.21335927,19,27.9,4.229960881,49.92,69.03,95.52,19.21,7.37,38275,21,0,-0.562118918
196,10.17635353,20.3,32.5,2.918852495,49.95,68.95,98.41,14.85,4.05,54801,22,1,-0.693147181
